Date,Count,HiLimit,LoLimit
11/19/2017,9,30,5
11/20/2017,20,30,5
11/21/2017,14,30,5
11/22/2017,3,30,5
11/23/2017,10,30,5
11/24/2017,11,30,5
11/25/2017,4,30,5
11/26/2017,12,30,5
11/27/2017,22,30,5
11/28/2017,8,30,5
11/29/2017,28,30,5
11/30/2017,17,30,5
12/1/2017,10,30,5
12/2/2017,4,30,5
12/3/2017,8,30,5
12/4/2017,12,30,5
12/5/2017,4,30,5
12/6/2017,17,30,5
12/7/2017,2,30,5
12/8/2017,6,30,5
12/9/2017,5,30,5
12/10/2017,8,30,5
12/11/2017,3,30,5
12/12/2017,8,30,5
12/13/2017,7,30,5
12/14/2017,4,30,5
12/15/2017,2,30,5
12/16/2017,1,30,5
12/17/2017,4,30,5
12/18/2017,6,30,5
12/19/2017,4,30,5
12/20/2017,6,30,5
12/21/2017,9,30,5
12/22/2017,8,30,5
12/23/2017,1,30,5
12/24/2017,0,30,5
12/25/2017,5,30,5
12/26/2017,14,30,5
12/27/2017,6,30,5
12/28/2017,3,30,5
12/29/2017,7,30,5
12/30/2017,5,30,5
12/31/2017,4,30,5
1/1/2018,3,30,5
1/2/2018,2,30,5
1/3/2018,11,30,5
1/4/2018,6,30,5
1/5/2018,8,30,5
1/6/2018,3,30,5
1/7/2018,4,30,5
1/8/2018,14,30,5
1/9/2018,10,30,5
1/10/2018,12,30,5
1/11/2018,6,30,5
1/12/2018,6,30,5
1/13/2018,6,30,5
1/14/2018,4,30,5
1/15/2018,15,30,5
1/16/2018,29,30,5
1/17/2018,12,30,5
1/18/2018,7,30,5
1/19/2018,15,30,5
1/20/2018,5,30,5
1/21/2018,17,30,5
1/22/2018,16,30,5
1/23/2018,26,30,5
1/24/2018,24,30,5
1/25/2018,19,30,5
1/26/2018,17,30,5
1/27/2018,11,30,5
1/28/2018,20,30,5
1/29/2018,22,30,5
1/30/2018,39,30,5
1/31/2018,29,30,5
2/1/2018,33,30,5
2/2/2018,16,30,5
2/3/2018,8,30,5
2/4/2018,12,30,5
2/5/2018,24,30,5
2/6/2018,15,30,5
2/7/2018,11,30,5
2/8/2018,16,30,5
2/9/2018,28,30,5
2/10/2018,14,30,5
2/11/2018,6,30,5
2/12/2018,28,30,5
2/13/2018,23,30,5
2/14/2018,17,30,5
2/15/2018,23,30,5
2/16/2018,19,30,5
2/17/2018,22,30,5
2/18/2018,30,30,5
2/19/2018,20,30,5
2/20/2018,25,30,5
2/21/2018,20,30,5
2/22/2018,22,30,5
2/23/2018,12,30,5
2/24/2018,11,30,5
2/25/2018,2,30,5
2/26/2018,17,30,5
2/27/2018,22,30,5
2/28/2018,18,30,5
3/1/2018,13,30,5
3/2/2018,19,30,5
3/3/2018,0,30,5
3/4/2018,8,30,5
3/5/2018,29,30,5
3/6/2018,31,30,5
3/7/2018,29,30,5
3/8/2018,15,30,5
3/9/2018,11,30,5
3/10/2018,10,30,5
3/11/2018,3,30,5
3/12/2018,10,30,5
3/13/2018,15,30,5
3/14/2018,13,30,5
3/15/2018,12,30,5
3/16/2018,17,30,5
3/17/2018,3,30,5
3/18/2018,12,30,5
3/19/2018,13,30,5
3/20/2018,11,30,5
3/21/2018,3,30,5
3/22/2018,11,30,5
3/23/2018,16,30,5
3/24/2018,6,30,5
3/25/2018,5,30,5
3/26/2018,15,30,5
3/27/2018,11,30,5
3/28/2018,16,30,5
3/29/2018,15,30,5
3/30/2018,3,30,5
3/31/2018,7,30,5
4/1/2018,4,30,5
4/2/2018,14,30,5
4/3/2018,23,30,5
4/4/2018,20,30,5
4/5/2018,22,30,5
4/6/2018,20,30,5
4/7/2018,16,30,5
4/8/2018,12,30,5
4/9/2018,17,30,5
4/10/2018,14,30,5
4/11/2018,4,30,5
4/12/2018,22,30,5
4/13/2018,21,30,5
4/14/2018,14,30,5
4/15/2018,14,30,5
4/16/2018,25,30,5
4/17/2018,18,30,5
4/18/2018,17,30,5
4/19/2018,20,30,5
4/20/2018,22,30,5
4/21/2018,22,30,5
4/22/2018,15,30,5
4/23/2018,13,30,5
4/24/2018,5,30,5
4/25/2018,15,30,5
4/26/2018,21,30,5
4/27/2018,12,30,5
4/28/2018,2,30,5
4/29/2018,6,30,5
4/30/2018,15,30,5
5/1/2018,9,30,5
5/2/2018,16,30,5
5/3/2018,9,30,5
5/4/2018,12,30,5
5/5/2018,9,30,5
5/6/2018,9,30,5
5/7/2018,8,30,5
5/8/2018,17,30,5
5/9/2018,18,30,5
5/10/2018,22,30,5
5/11/2018,6,30,5
5/12/2018,7,30,5
5/13/2018,9,30,5
5/14/2018,11,30,5
5/15/2018,21,30,5
5/16/2018,15,30,5
5/17/2018,12,30,5
5/18/2018,11,30,5
5/19/2018,12,30,5
5/20/2018,6,30,5
5/21/2018,12,30,5
5/22/2018,33,30,5
5/23/2018,54,30,5
5/24/2018,20,30,5
5/25/2018,13,30,5
5/26/2018,8,30,5
5/27/2018,6,30,5
5/28/2018,11,30,5
5/29/2018,6,30,5
5/30/2018,8,30,5
5/31/2018,13,30,5
6/1/2018,6,30,5
6/2/2018,2,30,5
6/3/2018,2,30,5
6/4/2018,4,30,5
6/5/2018,0,30,5
6/6/2018,0,30,5
6/7/2018,0,30,5
6/8/2018,0,30,5
6/9/2018,0,30,5
6/10/2018,0,30,5
6/11/2018,0,30,5
6/12/2018,0,30,5
6/13/2018,0,30,5
6/14/2018,0,30,5
6/15/2018,0,30,5
6/16/2018,0,30,5
6/17/2018,0,30,5
6/18/2018,0,30,5
6/19/2018,0,30,5
6/20/2018,0,30,5
6/21/2018,0,30,5
6/22/2018,0,30,5
6/23/2018,0,30,5
6/24/2018,0,30,5
6/25/2018,0,30,5
6/26/2018,0,30,5
6/27/2018,0,30,5
6/28/2018,0,30,5
6/29/2018,0,30,5
6/30/2018,0,30,5
